40,select first_name from staff except select t2.first_name from lessons as t1 join staff as t2 on t1.staff_id  =  t2.staff_id
41,select college from match_season group by college order by count(*) desc limit 3
42,"select city ,  count(*) from branch where open_year  <  2010 group by city"
43,select author from submission order by scores desc limit 1
44,select salary from salary where year  =  2001 order by salary desc limit 3;
45,
46,select name from airports where country  =  'cuba' or country  =  'argentina'
47,"select t1.name ,  t1.num_employees from department as t1 join management as t2 on t1.department_id  =  t2.department_id where t2.temporary_acting  =  'yes'"
48,select poll_source from candidate group by poll_source order by count(*) desc limit 1
49,select description from aircraft
50,
51,select t3.dept_name from course as t1 join class as t2 on t1.crs_code  =  t2.crs_code join department as t3 on t1.dept_code  =  t3.dept_code group by t1.dept_code order by sum(t1.crs_credit) desc limit 1
52,"select count(*) from region as t1 join party as t2 on t1.region_id  =  t2.region_id join party_events as t3 on t2.party_id  =  t3.party_id where t1.region_name  =  ""united kingdom"" and t3.event_name  =  ""annaual meeting"""
53,
54,
55,"select max(market_share) ,  min(market_share) ,  avg(market_share) from browser"
56,"select t1.skill_id ,  t1.skill_description from skills as t1 join skills_required_to_fix as t2 on t1.skill_id  =  t2.skill_id group by t1.skill_id order by count(*) desc limit 1"
57,
58,"select sum(credits) ,  dept_name from course group by dept_name"
59,"select individual_first_name ,  individual_middle_name ,  individual_last_name from individuals order by individual_last_name"
60,
61,select t1.dname from department as t1 join minor_in as t2 on t1.dno  =  t2.dno group by t2.dno order by count(*) desc limit 1
62,
63,
64,select stuid from student where age  =  (select max(age) from student)
65,select t2.name from wedding as t1 join people as t2 on t1.female_id  =  t2.people_id where t1.year  =  2016 and t2.is_male  =  'f' and t2.country  =  'canada'
66,"select country_id ,  count(*) from locations group by country_id"
67,"select name ,  headquarter from manufacturers order by revenue desc"
68,"select count ( capital ) from state where state_name  =  ""rhode island"";"
69,"select count(*) from genre as t1 join track as t2 on t1.genreid  =  t2.genreid where t1.name  =  ""rock"""
70,select sum(amount_claimed) from claims
71,
72,
73,
74,select title from vocals as t1 join songs as t2 on t1.songid  =  t2.songid group by t1.songid order by count(*) desc limit 1
75,select year from festival_detail group by year having count(*)  >  1
76,
77,
78,select count(*) from manufacturers where headquarter  =  'tokyo' or headquarter  =  'beijing'
79,"select first_name ,  department_id from employees where last_name  =  'mcewen'"
80,select customer_name from customers except select t1.customer_name from customers as t1 join customer_orders as t2 on t1.customer_id  =  t2.customer_id
81,
82,select company from entrepreneur order by money_requested desc
83,select document_name from documents where document_code not in (select document_code from document_sections)
84,"select delegate ,  committee from election"
85,
86,"select cname ,  state ,  min(enr) from college group by state"
87,select total_points from gymnast order by total_points desc
88,
89,
90,"select t3.name from physician as t1 join trained_in as t2 on t1.employeeid  =  t2.physician join procedures as t3 on t3.code  =  t2.treatment where t1.name  =  ""john wen"""
91,
92,"select t2.title ,  t2.year from rating as t1 join movie as t2 on t1.mid  =  t2.mid order by t1.stars desc limit 3"
93,
94,
95,select t1.activity_name from activity as t1 join faculty_participates_in as t2 on t1.actid  =  t2.actid group by t1.actid order by count(*) desc limit 1
96,select distinct payment_method from customers
97,"select sum(t2.room_count) from apartment_facilities as t1 join apartments as t2 on t1.apt_id  =  t2.apt_id where t1.facility_code  =  ""gym"""
98,"select allergytype ,  count(*) from allergy_type group by allergytype"
99,"select t1.name ,  t1.partitionid from user_profiles as t1 join tweets as t2 on t1.uid  =  t2.uid group by t2.uid having count(*)  <  2"
100,select location from cinema where capacity  >  300 group by location having count(*)  >  1
101,"select city ,  gdp from city order by gdp limit 1"
102,select t1.bname from bank as t1 join loan as t2 on t1.branch_id  =  t2.branch_id group by t1.bname order by sum(t2.amount) desc limit 1
103,select * from item
104,select count(distinct name) from products where name not in (select t1.name from products as t1 join manufacturers as t2 on t1.manufacturer  =  t2.code where t2.name  =  'sony')
105,"select t1.keyword from publication_keyword as t4 join keyword as t1 on t4.kid  =  t1.kid join publication as t3 on t3.pid  =  t4.pid join conference as t2 on t3.cid  =  t2.cid where t2.name  =  ""vldb"" group by t1.keyword order by count ( distinct t3.title ) desc limit 1;"
106,
107,select state_name from highlow where highest_elevation  =  ( select max ( highest_elevation ) from highlow );
108,select * from college order by enr
109,select personal_name from students except select t1.personal_name from students as t1 join student_course_enrolment as t2 on t1.student_id  =  t2.student_id
110,select t2.roomname from reservations as t1 join rooms as t2 on t1.room  =  t2.roomid group by t1.room order by count(*) desc limit 1;
111,select avg(price) from wine where appelation not in (select t1.appelation from appellations as t1 join wine as t2 on t1.appelation  =  t2.appelation where t1.county  =  'sonoma')
112,select t2.delegate from county as t1 join election as t2 on t1.county_id  =  t2.district where t1.population  <  100000
113,
114,"select  t1.fname ,  t1.lname from faculty as t1 join faculty_participates_in as t2 on t1.facid  =  t2.facid group by t1.facid order by count(*) desc limit 1"
115,select state_name from state where population  =  ( select min ( population ) from state );
116,
117,"select theme ,  year from exhibition where ticket_price  <  15"
118,"select type ,  nationality from ship"
119,select type from vocals group by type order by count(*) desc limit 1
120,
121,select t1.county from appellations as t1 join wine as t2 on t1.appelation  =  t2.appelation group by t2.appelation having count(*)  <=  3
122,
123,
124,select t2.dept_name from professor as t1 join department as t2 on t1.dept_code  =  t2.dept_code group by t1.dept_code order by count(*) limit 1
125,
126,select t2.bname from loan as t1 join bank as t2 on t1.branch_id  =  t2.branch_id join customer as t3 on t1.cust_id  =  t3.cust_id where t3.credit_score  <  100
127,"select name from musical where nominee  =  ""bob fosse"""
128,
129,select dname from department except select t1.dname from department as t1 join minor_in as t2 on t1.dno  =  t2.dno
130,
131,select name from person except select name from personfriend
132,
133,select t1.dorm_name from dorm as t1 join has_amenity as t2 on t1.dormid  =  t2.dormid join dorm_amenity as t3 on t2.amenid  =  t3.amenid where t3.amenity_name  =  'tv lounge' except select t1.dorm_name from dorm as t1 join has_amenity as t2 on t1.dormid  =  t2.dormid join dorm_amenity as t3 on t2.amenid  =  t3.amenid where t3.amenity_name  =  'study room'
134,"select t2.name ,  t1.location from railway as t1 join train as t2 on t1.railway_id  =  t2.railway_id"
135,
136,
137,select date from debate where num_of_audience  >  150
138,"select avg(event_attendance) ,  max(event_attendance) from event"
139,select count(*) from inst
140,select title from film where rating  =  'r'
141,
142,select name from team
143,select player from match_season order by college asc
144,"select t1.problem_id from problems as t1 join product as t2 on t1.product_id = t2.product_id where t2.product_name = ""voluptatem"" and t1.date_problem_reported > ""1995"""
145,"select birthdate from employee where city  =  ""edmonton"""
146,"select address_line_1 ,  address_line_2 from customers where email_address  =  ""vbogisich@example.org"""
147,"select t1.attribute_name ,  t1.attribute_id from attribute_definitions as t1 join catalog_contents_additional_attributes as t2 on t1.attribute_id  =  t2.attribute_id where t2.attribute_value  =  0"
148,
149,
150,"select count ( traverse ) from river where river_name  =  ""missouri"";"
151,select aircraft from aircraft where aircraft_id not in (select winning_aircraft from match)
152,select count(*) from person where gender  =  'female'
153,
154,select distinct country from artist
155,select id from trip order by duration limit 1
156,"select vehicle_flight_number ,  date ,  pilot from flight order by altitude asc"
157,"select count(*) from list as t1 join teachers as t2 on t1.classroom  =  t2.classroom where t2.firstname  =  ""loria"" and t2.lastname  =  ""ondersma"""
158,
159,"select count(*) ,  t1.name from accounts as t1 join checking as t2 on t1.custid  =  t2.custid group by t1.name"
160,"select t1.location ,  t2.nickname from school as t1 join school_details as t2 on t1.school_id  =  t2.school_id"
161,
162,select name from wrestler where days_held  <  100
163,"select count(*) from list as t1 join teachers as t2 on t1.classroom  =  t2.classroom where t2.firstname  =  ""tarring"" and t2.lastname  =  ""leia"""
164,"select count(distinct instrument) from instruments as t1 join songs as t2 on t1.songid  =  t2.songid where title  =  ""le pop"""
165,
166,"select min(salary) ,  department_id from employees group by department_id"
167,select t2.customer_name from orders as t1 join customers as t2 on t1.customer_id = t2.customer_id group by t2.customer_id having count(*)  <=  2
168,"select problem_log_id ,  log_entry_description from problem_log"
169,"select title ,  film_id from film where rental_rate  =  0.99 intersect select t1.title ,  t1.film_id from film as t1 join inventory as t2 on t1.film_id  =  t2.film_id group by t1.film_id having count(*)  <  3"
170,
171,
172,
173,
174,
175,"select t1.code ,  t1.fate ,  t2.name from mission as t1 join ship as t2 on t1.ship_id  =  t2.ship_id"
176,"select headquarters from company where industry  =  ""banking"" intersect select headquarters from company where industry  =  ""oil and gas"""
177,
178,"select t1.name ,  count(*) from physician as t1 join patient as t2 on t1.employeeid  =  t2.pcp group by t1.employeeid"
179,"select f_id from files where formats  =  ""mp3"""
180,
181,select t2.catalog_level_name from catalog_contents as t1 join catalog_structure as t2 on t1.catalog_level_number  =  t2.catalog_level_number order by t1.price_in_dollars limit 1
182,"select t1.name ,  t1.long ,  avg(t2.duration) from station as t1 join trip as t2 on t1.id  =  t2.start_station_id group by t2.start_station_id"
183,"select order_id ,  count(*) from invoices group by order_id"
184,
185,"select t2.name , t2.country from exhibition as t1 join artist as t2 on t1.artist_id  =  t2.artist_id group by t1.artist_id order by count(*) desc limit 1"
186,select country from manager where age  >  50 intersect select country from manager where age  <  46
187,"select phone from employees where first_name = ""nancy"" and last_name = ""edwards"";"
188,select document_name from documents except select t1.document_name from documents as t1 join document_sections as t2 on t1.document_code  =  t2.document_code join document_sections_images as t3 on t2.section_id  =  t3.section_id
189,"select nominee from musical where award  =  ""tony award"" or award  =  ""cleavant derricks"""
190,select avg(hs) from player
191,select t3.location from station_company as t1 join company as t2 on t1.company_id  =  t2.company_id join gas_station as t3 on t1.station_id  =  t3.station_id where t2.market_value  >  100
192,"select t2.firstname ,  t2.lastname from list as t1 join teachers as t2 on t1.classroom  =  t2.classroom where t1.firstname  =  ""evelina"" and t1.lastname  =  ""bromley"""
193,"select status ,  avg(population) from city group by status"
194,
195,select headquarters from company except select headquarters from company where main_industry  =  'banking'
196,select t1.official_name from city as t1 join farm_competition as t2 on t1.city_id  =  t2.host_city_id group by t2.host_city_id having count(*)  >  1
197,"select mid from rating except select t1.mid from rating as t1 join reviewer as t2 on t1.rid  =  t2.rid where t2.name  =  ""brittany harris"""
198,"select fname ,  lname from student"
199,select location from cinema where openning_year  >=  2010 group by location order by count(*) desc limit 1
200,"select t1.country from artist as t1 join song as t2 on t1.artist_name  =  t2.artist_name where t1.gender  =  ""female"" and t2.languages  =  ""bangla"""
201,"select title ,  directed_by from film"
202,"select count ( distinct t1.name ) from category as t2 join business as t1 on t2.business_id  =  t1.business_id where t1.city  =  ""madison"" and t2.category_name  =  ""escape games"";"
203,select party_theme from party order by number_of_hosts asc
204,"select t1.name ,  t2.price_in_dollar from furniture as t1 join furniture_manufacte as t2 on t1.furniture_id  =  t2.furniture_id"
205,"select t1.activity_name ,  count(*) from activity as t1 join faculty_participates_in as t2 on t1.actid  =  t2.actid group by t1.actid"
206,"select t3.forename ,  t3.surname from races as t1 join results as t2 on t1.raceid = t2.raceid join drivers as t3 on t2.driverid = t3.driverid where t1.name = ""australian grand prix"" except select t3.forename ,  t3.surname from races as t1 join results as t2 on t1.raceid = t2.raceid join drivers as t3 on t2.driverid = t3.driverid where t1.name = ""chinese grand prix"""
207,"select distinct driverid ,  stop from pitstops where duration  <  (select max(duration) from pitstops where raceid  =  841)"
208,"select sum(duration) ,  max(duration) from trip where bike_id  =  636"
209,"select count(*) ,  t3.dorm_name from student as t1 join lives_in as t2 on t1.stuid  =  t2.stuid join dorm as t3 on t3.dormid  =  t2.dormid where t1.age  >  20 group by t3.dorm_name"
210,
211,"select t3.headquartered_city from store as t1 join store_district as t2 on t1.store_id  =  t2.store_id join district as t3 on t2.district_id  =  t3.district_id where t1.store_name  =  ""blackville"""
212,
213,"select max(used_kb) , min(used_kb) , avg(used_kb) from screen_mode;"
214,select name from people order by date_of_birth
215,
216,select state_name from city where population  =  ( select max ( population ) from city );
217,"select t1.first_name ,  t1.last_name ,  t2.department_name ,  t3.city ,  t3.state_province from employees as t1 join departments as t2 on t1.department_id  =  t2.department_id join locations as t3 on t2.location_id  =  t3.location_id"
218,"select t2.name ,  count(*) from race as t1 join track as t2 on t1.track_id  =  t2.track_id group by t1.track_id"
219,
220,
221,select title from film where special_features like '%deleted scenes%'
222,"select phone_number ,  email_address from customers where amount_outstanding  >  2000;"
223,
224,select t2.name from rating as t1 join reviewer as t2 on t1.rid  =  t2.rid group by t1.rid having count(*)  >=  3
225,
226,select minister from party where party_name != 'progress party'
227,select location from county_public_safety group by location order by count(*) desc limit 1
228,select count(distinct team) from match_season
229,select distinct firstname from list where classroom  =  107
230,
231,"select emp_fname ,  emp_lname from employee order by emp_dob limit 1"
232,select owner from channel order by rating_in_percent desc limit 1
233,
234,"select name ,  location from wrestler"
235,select sum(amount_payment) from payments
236,"select area from state where state_name  =  ""new mexico"";"
237,"select t2.house_number  ,  t1.name from restaurant as t1 join location as t2 on t1.id  =  t2.restaurant_id where t1.name  =  ""jamerican cuisine"";"
238,select count(*) from customer where active = '1'
239,select name from patient except select t1.name from patient as t1 join prescribes as t2 on t2.patient  =  t1.ssn join medication as t3 on t2.medication  =  t3.code where t3.name  =  'procrastin-x'
240,
241,select count(*) from tryout where decision  =  'yes'
242,select cname from  tryout where decision  =  'yes' and ppos  =  'goalie'
243,
244,"select name ,  class from ship where ship_id not in (select ship_id from captain)"
245,select name from mountain where height  >  5000 or prominence  >  1000
246,select t1.name from physician as t1 join patient as t2 on t1.employeeid  =  t2.pcp group by t1.employeeid having count(*)  >  1
247,
248,select name from companies where headquarters != 'usa'
249,
250,
251,select issue_date from volume order by weeks_on_top asc limit 1
252,select distinct asset_model from assets
253,
254,
255,
256,
257,select t1.school_code from department as t1 join professor as t2 on t1.dept_code  =  t2.dept_code group by t1.school_code order by count(*) limit 1
258,select title from course where course_id not in (select course_id from prereq)
259,select t2.roomname from reservations as t1 join rooms as t2 on t1.room  =  t2.roomid group by t1.room order by count(*) desc limit 1;
260,select state_name from state;
261,select product_name from products order by product_price desc limit 1
262,"select t2.product_type_code ,  t2.product_name ,  t2.product_price from product_suppliers as t1 join products as t2 on t1.product_id  =  t2.product_id where t1.supplier_id  =  3"
263,"select name_first ,  name_last from player where weight  >  220 or height  <  75"
264,"select date ,  zip_code from weather where max_temperature_f  >=  80"
265,select t1.pname from player as t1 join tryout as t2 on t1.pid  =  t2.pid where t2.decision  =  'yes' and t2.ppos  =  'striker'
266,"select investor ,  count(*) from entrepreneur group by investor"
267,
268,select major from student group by major order by count(*) desc limit 1
269,select character from actor order by age desc
270,select count(*) from park where state  =  'ny';
271,select date from game order by home_team desc
272,"select t1.title ,  t2.albumid from album as t1 join track as t2 on t1.albumid  =  t2.albumid where t2.unitprice  >  1 group by t2.albumid"
273,"select distinct t1.clubname from club as t1 join member_of_club as t2 on t1.clubid  =  t2.clubid join student as t3 on t2.stuid  =  t3.stuid where t3.city_code  =  ""bal"""
274,select capital from state where area  =  ( select max ( area ) from state );
275,select city_name from city where population  =  ( select max ( population ) from city );
276,select address_line_1 from course_authors_and_tutors
277,
278,select count ( city_name ) from city;
279,select last_name from customers intersect select last_name from staff
280,"select border from border_info where state_name  =  ""kentucky"";"
281,select t1.stu_lname from student as t1 join enroll as t2 on t1.stu_num  =  t2.stu_num where t2.enroll_grade  =  'a' and t2.class_code  =  10018
282,"select artist_name from artist where country  =  ""uk"" intersect select artist_name from song where languages  =  ""english"""
283,"select sum(domestic_passengers) from airport where airport_name like ""%london%"""
284,"select t1.first_name ,  t1.job_id from employees as t1 join departments as t2 on t1.department_id  =  t2.department_id where t2.department_name  =  'finance'"
285,select t1.customer_name from customers as t1 join customer_orders as t2 on t1.customer_id  =  t2.customer_id join order_items as t3 on t2.order_id  =  t3.order_id group by t1.customer_name order by sum(t3.order_quantity) desc limit 1
286,"select card_number from member where hometown like ""%kentucky%"""
287,
288,"select pilot_name from pilot where team  =  ""bradley"" or team  =  ""fordham"""
289,"select t3.name from director as t3 join directed_by as t2 on t3.did  =  t2.did join movie as t4 on t4.mid  =  t2.msid join tags as t5 on t5.msid  =  t4.mid join keyword as t1 on t5.kid  =  t1.id where t1.keyword  =  ""nuclear weapons"";"
290,"select t2.text from review as t2 join business as t1 on t2.business_id  =  t1.business_id where t1.name  =  ""kabob palace"" and t2.year  =  2014;"
291,"select type ,  count(*) from store group by type"
292,"select distinct t1.name ,  t1.position from physician as t1 join prescribes as t2 on t1.employeeid = t2.physician join medication as t3 on t3.code = t2.medication where t3.brand  =  ""x"""
293,"select t1.lat ,  t1.long ,  t1.city from station as t1 join trip as t2 on t1.id  =  t2.start_station_id order by t2.duration limit 1"
294,select status from city group by status order by count(*) asc
295,select count(*) from financial_transactions
296,select count(*) from routes where dst_apid in (select apid from airports where country  =  'canada') and src_apid in (select apid from airports where country  =  'united states')
297,"select min(salary) ,  department_id from employees group by department_id"
298,
299,"select t1.id ,  t1.name from stadium as t1 join game as t2 on t1.id  =  t2.stadium_id join injury_accident as t3 on t2.id  =  t3.game_id group by t1.id order by count(*) desc limit 1"
300,select count(*) from phone
301,"select campusfee from campuses as t1 join csu_fees as t2 on t1.id  =  t2.campus where t1.campus  =  ""san jose state university"" and t2.year  =  1996"
302,select count(*) from customers where customer_id not in (select customer_id from accounts)
303,select t1.project_details from projects as t1 join project_outcomes as t2 on t1.project_id  =  t2.project_id join research_outcomes as t3 on t2.outcome_code  =  t3.outcome_code where t3.outcome_description like '%published%'
304,
305,"select t1.name from publication as t4 join journal as t2 on t4.jid  =  t2.jid join writes as t3 on t3.pid  =  t4.pid join author as t1 on t3.aid  =  t1.aid where t2.name  =  ""pvldb"" group by t1.name having count ( distinct t4.title )  >  10;"
306,select count(*) from users where user_login  =  1
307,"select t3.title from albums as t1 join tracklists as t2 on t1.aid  =  t2.albumid join songs as t3 on t2.songid  =  t3.songid where t1.label  =  ""universal music group"""
308,select * from albums where year  =  2012
309,
310,select count(*) from manufacturers where founder  =  'andy'
311,
312,select zip_code from weather group by zip_code having avg(mean_visibility_miles)  <  10
313,select course_id from course except select course_id from prereq
314,"select avg(age) ,  sex from student group by sex"
315,"select count ( city_name ) from city where population  >  150000 and state_name  =  ""texas"";"
316,
317,"select count(*) from albums as t1 join artists as t2 on  t1.artist_id = t2.id where t2.name = ""billy cobham"";"
318,"select count(*) from customers as t1 join customer_addresses as t2 on t1.customer_id  =  t2.customer_id join addresses as t3 on t2.address_id  =  t3.address_id where t3.city  =  ""lake geovannyton"""
319,"select t1.name_first ,  t1.name_last ,  t1.player_id from player as t1 join player_award as t2 on t1.player_id  =  t2.player_id group by t1.player_id order by count(*) desc limit 3;"
320,"select t3.title from performance as t1 join band as t2 on t1.bandmate  =  t2.id join songs as t3 on t3.songid  =  t1.songid where t2.lastname  =  ""heilo"""
321,"select position ,  count(*) from match_season group by position"
322,select t1.title from film as t1 join film_market_estimation as t2  on t1.film_id  =  t2.film_id order by high_estimate desc limit 1
323,
324,"select party_theme ,  location from party"
325,
326,"select count(*) from vocals as t1 join songs as t2 on t1.songid  =  t2.songid where title  =  ""le pop"""
327,select distinct(unitprice) from track
328,"select complaint_status_code ,  count(*) from complaints where complaint_type_code  =  ""product failure"" group by complaint_status_code"
329,
330,"select roomid ,  roomname from rooms order by baseprice desc limit 3;"
331,"select count(*) from list as t1 join teachers as t2 on t1.classroom  =  t2.classroom where t2.firstname  =  ""kawa"" and t2.lastname  =  ""gordon"""
332,select amenity_name from dorm_amenity order by amenity_name
333,
334,
335,"select distinct firstname ,  lastname from teachers"
336,select t1.product_category_description from ref_product_categories as t1 join products as t2 on t1.product_category_code  =  t2.product_category_code where t2.product_description like '%t%'
337,
338,select count(*) from artist
339,"select t2.apt_number ,  t1.booking_start_date ,  t1.booking_start_date from apartment_bookings as t1 join apartments as t2 on t1.apt_id  =  t2.apt_id"
340,
341,"select t1.subject_id ,  t2.subject_name ,  count(*) from courses as t1 join subjects as t2 on t1.subject_id  =  t2.subject_id group by t1.subject_id"
342,"select t3.name ,  t2.machine_series from repair_assignment as t1 join machine as t2 on t1.machine_id  =  t2.machine_id join technician as t3 on t1.technician_id  =  t3.technician_id"
343,select * from employees where first_name like '%d%' or first_name like '%s%' order by salary desc
344,select city_code from student group by city_code order by count(*) desc limit 1
345,select t2.dept_name from student as t1 join department as t2 on t1.dept_code  =  t2.dept_code order by stu_gpa limit 1
346,select count(*) from county
347,
348,"select customer_phone from available_policies where policy_type_code  =  ""life insurance"""
349,"select count(*) ,  t1.project_details from projects as t1 join tasks as t2 on t1.project_id  =  t2.project_id group by t1.project_id"
350,"select player ,  years_played from player"
351,"select name ,  nationality from host order by age desc limit 1"
352,"select sum(t2.order_quantity) from customer_orders as t1 join order_items as t2 on t1.order_id  =  t2.order_id where t1.order_date  <  ""2018-03-17 07:13:53"""
353,select avg(age) from artist
354,
355,
356,select customer_phone from available_policies where policy_type_code  =  (select policy_type_code from available_policies group by policy_type_code order by count(*) desc limit 1)
357,"select count(*) ,  major from student group by major"
358,select count(distinct city) from stadium where opening_year  <  2006
359,"select phone ,  room ,  building from faculty where fname  =  ""jerry"" and lname  =  ""prince"""
360,
361,
362,select count(*) from wrestler
363,"select state_name from mountain where mountain_name  =  ""whitney"";"
364,
365,
366,"select count(*) from products as t1 join product_characteristics as t2 on t1.product_id  =  t2.product_id join characteristics as t3 on t2.characteristic_id  =  t3.characteristic_id join ref_colors as t4 on t1.color_code  =  t4.color_code where t4.color_description  =  ""white"" or t3.characteristic_name  =  ""hot"""
367,"select t1.fname ,  t1.lname from faculty as t1 join student as t2 on t1.facid  =  t2.advisor where t2.fname  =  ""linda"" and t2.lname  =  ""smith"""
368,select highest_elevation from highlow;
369,select t2.park_name from home_game as t1 join park as t2 on t1.park_id  =  t2.park_id where t1.year = 2008 order by t1.attendance desc limit 1;
370,"select t2.order_id ,  t2.order_status from customers as t1 join orders as t2 on t1.customer_id = t2.customer_id where t1.customer_name = ""jeramie"""
371,"select t2.name ,  t2.hometown from membership_register_branch as t1 join member as t2 on t1.member_id  =  t2.member_id where t1.register_year  =  2016"
372,select city from airports group by city having count(*)  =  2
373,
374,select distinct t2.department_name from employees as t1 join departments as t2 on t1.department_id  =  t2.department_id
375,"select count ( distinct t1.name ) from category as t2 join business as t1 on t2.business_id  =  t1.business_id where t1.city  =  ""pittsburgh"" and t1.rating  =  4.5 and t2.category_name  =  ""restaurant"";"
376,select t1.address_details from addresses as t1 join customer_addresses as t2 on t1.address_id  =  t2.address_id where t2.customer_id  =  10
377,select carrier from phone group by carrier order by count(*) desc limit 1
378,"select t3.title from authors as t1 join authorship as t2 on t1.authid  =  t2.authid join papers as t3 on t2.paperid  =  t3.paperid join inst as t4 on t2.instid  =  t4.instid where t4.country  =  ""usa"" and t2.authorder  =  2 and t1.lname  =  ""turon"""
379,select name from channel where owner != 'cctv'
380,
381,
382,select t2.product_details from order_items as t1 join products as t2 on t1.product_id  =  t2.product_id group by t1.product_id order by count(*) desc limit 1
383,
384,select transaction_id from financial_transactions where transaction_amount  >  (select avg(transaction_amount) from financial_transactions)
385,"select kids from reservations where checkin  =  ""2010-09-21"" and firstname  =  ""damien"" and lastname  =  ""trachsel"";"
386,
387,select t1.name from patient as t1 join appointment as t2 on t1.ssn = t2.patient order by t2.start desc limit 1
388,"select t2.fname ,  t2.lname from faculty as t1 join student as t2 on t1.facid  =  t2.advisor where t1.fname  =  ""michael"" and t1.lname  =  ""goodrich"""
389,select t1.customer_name from customers as t1 join orders as t2 on t1.customer_id = t2.customer_id group by t1.customer_id order by count(*) desc limit 1
390,
391,select count(*) from county
392,"select avg(revenue) ,  max(revenue) ,  sum(revenue) from manufacturers"
393,"select official_name ,  status from city order by population desc limit 1"
394,
395,select location from wrestler group by location having count(*)  >  2
396,"select count(*) from products as t1 join product_characteristics as t2 on t1.product_id  =  t2.product_id join characteristics as t3 on t2.characteristic_id  =  t3.characteristic_id join ref_colors as t4 on t1.color_code  =  t4.color_code where t4.color_description  =  ""red"" and t3.characteristic_name  =  ""slow"""
397,select t1.first_name from staff as t1 join complaints as t2 on t1.staff_id  =  t2.staff_id group by t2.staff_id order by count(*) limit 5
398,"select sum(grant_amount) ,  organisation_id from grants group by organisation_id"
399,"select distinct t1.name from races as t1 join circuits as t2 on t1.circuitid = t2.circuitid where t2.country = ""spain"" and t1.year > 2000"
400,
401,"select count(distinct t1.donator_name) from endowment as t1 join school as t2 on t1.school_id  =  t2.school_id where t2.school_name  =  ""glenn"""
402,"select distinct t1.driverid ,  t1.nationality from drivers as t1 join laptimes as t2 on t1.driverid = t2.driverid where t2.milliseconds >  100000"
403,select t2.party_name from member as t1 join party as t2 on t1.party_id  =  t2.party_id group by t1.party_id order by count(*) desc limit 1
404,select count(*) from dorm
405,"select state_province_county ,  count(*) from addresses group by state_province_county"
406,"select artist_name from artist where country  =  ""uk"" and gender  =  ""male"""
407,"select * from employees where salary between 8000 and 12000 and commission_pct != ""null"" or  department_id != 40"
